item_id:token,title:token,categories:token_seq,brand:token,sales_type:token,sales_rank:float,price:float
8956,Complete In a Silent Way Sessions,'Jazz',Miles Davis,CDs & Vinyl,29480.0,
8952,The Fake Sound of Progress,"'World Music', 'Europe', 'British Isles', 'Britain'",Lostprophets,CDs & Vinyl,182759.0,
8953,8 Days of Christmas,'Noels',Destiny's Child,CDs & Vinyl,137676.0,
8960,Smash Mouth,"'Alternative Rock', 'Punk'",Smash Mouth,CDs & Vinyl,158766.0,
8954,Down To Earth,"'World Music', 'Europe', 'British Isles', 'Britain'",Ozzy Osbourne,CDs & Vinyl,341021.0,
8963,We Love Life,"'Alternative Rock', 'British Alternative', 'Britpop'",Pulp,CDs & Vinyl,296025.0,
8962,The Best of Simple Minds,"'Alternative Rock', 'New Wave'",Simple Minds,CDs & Vinyl,19470.0,
8965,What's Going On,"'Alternative Rock', 'Proto Punk'",Various Artists,CDs & Vinyl,406205.0,
8964,God Bless America,'Classic Rock',Various Artists,CDs & Vinyl,135605.0,
8966,The Definitive Collection,"'Pop', 'Euro Pop', 'Swedish Pop'",ABBA,CDs & Vinyl,802.0,
8969,Momentum,'Christian',tobyMac,CDs & Vinyl,49714.0,
8970,Fugazi,"'Rock', 'Progressive', 'Progressive Rock'",Marillion,CDs & Vinyl,325951.0,
8968,First Strike Still Deadly,"'Metal', 'Pop Metal'",Testament,CDs & Vinyl,776718.0,
8972,Wipers,"'Alternative Rock', 'Hardcore'",The Wipers,CDs & Vinyl,11495.0,
8974,There's a Riot Goin' on,"'Classic Rock', 'Psychedelic Rock'",Sly & The Family Stone,CDs & Vinyl,1179619.0,
8976,White Lilies Island,"'Pop', 'Adult Alternative'",Natalie Imbruglia,CDs & Vinyl,2359983.0,
8980,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'East Coast',Canibus,CDs & Vinyl,667408.0,
8979,Linkin Park: Frat Party at the Pankake Festival,"'Alternative Rock', 'American Alternative'",Chester Bennington,Movies & TV,42074.0,
8982,I Might Be Wrong: Live Recordings,"'Alternative Rock', 'Indie Rock'",Radiohead,CDs & Vinyl,141454.0,
8983,Boyz II Men - Legacy: Greatest Hits Collection,"'Pop', 'Adult Contemporary'",Boyz II Men,CDs & Vinyl,3759.0,
8988,The Cure - Greatest Hits,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,6212.0,
8986,Green Day - International Supervideos!,"'Alternative Rock', 'Punk'",Billie Joe Armstrong,Movies & TV,153405.0,
8992,1981-1998,"'Alternative Rock', 'Dream Pop'",Dead Can Dance,CDs & Vinyl,315237.0,
8991,The Very Best of Rod Stewart,'Classic Rock',Rod Stewart,CDs & Vinyl,789.0,
8989,Motherland,"'Pop', 'Adult Alternative'",Natalie Merchant,CDs & Vinyl,51315.0,
8993,Best of: MORRISSEY,"'Pop', 'Adult Alternative'",Morrissey,CDs & Vinyl,38292.0,
8998,The Politics of Dancing,'Electronica',Paul Van Dyk,CDs & Vinyl,115098.0,
9003,Sin After Sin,"'Alternative Rock', 'New Wave'",Judas Priest,CDs & Vinyl,72102.0,
9004,Kiss,'Classic Rock',Kiss,CDs & Vinyl,193530.0,
9007,Now That's What I Call Music! 8,'Alternative Rock',Now Music,CDs & Vinyl,9893.0,
9011,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'East Coast',Masta Ace,CDs & Vinyl,339348.0,
9015,The Road Less Traveled,'Country',George Strait,CDs & Vinyl,48261.0,
9009,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'Soul',Jaguar Wright,CDs & Vinyl,286738.0,
9017,Sarah Brightman: Classics,"'Classical', 'Etudes'",Sarah Brightman,CDs & Vinyl,7322.0,
9018,Britney Spears - Britney: The Videos VHS,"'Pop', 'Adult Contemporary'",Britney Spears,Movies & TV,453590.0,
9020,AC/DC: Stiff Upper Lip Live,'Classic Rock',Angus Young,Movies & TV,86281.0,
9027,Way I Am,'Christian',Jennifer Knapp,CDs & Vinyl,176708.0,
9028,No World Order,"'Metal', 'Pop Metal'",Gamma Ray,CDs & Vinyl,601362.0,
9031,Art Official Intelligence: Bionix,'East Coast',De La Soul,CDs & Vinyl,142618.0,
9035,S.C.I.E.N.C.E.,"'Metal', 'Alternative Metal'",Incubus,CDs & Vinyl,48153.0,
9026,Swing When You're Winning,"'Pop', 'Oldies', 'Traditional Pop'",Robbie Williams,CDs & Vinyl,109782.0,
9033,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'East Coast',Ghostface Killah,CDs & Vinyl,94462.0,
9034,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Alternative Rock', 'American Alternative'",Mudvayne,CDs & Vinyl,240857.0,
9041,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'East Coast',G. Dep,CDs & Vinyl,264832.0,
9040,Street Survivors Expanded,'Classic Rock',Lynyrd Skynyrd,CDs & Vinyl,1539.0,
9042,Hoobastank,'Alternative Rock',Hoobastank,CDs & Vinyl,55441.0,
9039,Soul Sista,"'Blues', 'Contemporary Blues'",KeKe Wyatt,CDs & Vinyl,206846.0,
9038,...All This Time,'Classic Rock',Sting,CDs & Vinyl,50964.0,
9045,Freak of Nature,"'World Music', 'Brazil'",Anastacia,CDs & Vinyl,630420.0,
9048,Sounds from the Verve Hi-Fi,"'World Music', 'Brazil'",Thievery Corporation,CDs & Vinyl,208123.0,
9052,I'm a Slave 4 U / Intimidated / Interview,'Interviews',Britney Spears,CDs & Vinyl,268712.0,
9053,Better Days,"'Blues', 'Contemporary Blues'",Joe,CDs & Vinyl,194965.0,
9058,Ultimate Collection,"'World Music', 'Europe', 'British Isles', 'Britain'",Dusty Springfield,CDs & Vinyl,10217.0,
9059,Mariah Carey - Greatest Hits,"'Pop', 'Adult Contemporary'",Mariah Carey,CDs & Vinyl,34833.0,
9060,Beautiful Tomorrow,'Electronica',Blue Six,CDs & Vinyl,83394.0,
9064,Vanilla Sky,"'Pop', 'Adult Alternative'",Various Artists,CDs & Vinyl,13507.0,
9063,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'Latin Music',Fat Joe,CDs & Vinyl,128913.0,
9062,Music &amp; Me,'Funk',Nate Dogg,CDs & Vinyl,90558.0,
9068,America: A Tribute to Heroes,'Classic Rock',Various Artists,CDs & Vinyl,48147.0,
9069,There You'll Be,"'Country', 'Bluegrass'",Faith Hill,CDs & Vinyl,183832.0,
9070,The Carter Family: 1927-1934,"'Country', 'Classic Country'",Carter Family,CDs & Vinyl,15242.0,
9071,Under Rug Swept,"'Pop', 'Adult Alternative'",Alanis Morissette,CDs & Vinyl,91944.0,
9073,Royal Tenenbaums,"'Soundtracks', 'Movie Soundtracks'",Junior Murvin,CDs & Vinyl,186891.0,
9075,I Am Sam - Music from and Inspired by the Motion Picture,"'Pop', 'Tributes'",Various Artists,CDs & Vinyl,10610.0,
9076,The Best Of The Blues,'Classic Rock',Gary Moore,CDs & Vinyl,36186.0,
9078,Roger Waters - In the Flesh,"'Rock', 'Progressive', 'Progressive Rock'",,Movies & TV,26268.0,
9081,"Marilyn Manson - Guns, God and Government World Tour","'Pop', 'Vocal Pop'",Marilyn Manson,Movies & TV,50509.0,
9083,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'East Coast',Nas,CDs & Vinyl,32144.0,
9084,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,'East Coast',Mobb Deep,CDs & Vinyl,100223.0,
9082,L(ive) D(osage) 50 - Live In Peoria,"'Metal', 'Alternative Metal'",,Movies & TV,154346.0,
9086,So Impossible,"'Alternative Rock', 'Emo'",Dashboard Confessional,CDs & Vinyl,184464.0,
9089,Never Too Far / Hero / There for Me,"'Pop', 'Adult Contemporary'",Mariah Carey,CDs & Vinyl,298558.0,
9091,Beautysleep,"'Alternative Rock', 'Indie Rock'",Tanya Donelly,CDs & Vinyl,343310.0,
9090,Waltz for Koop,"'Reggae', 'Dub'",Koop,CDs & Vinyl,352270.0,
9092,Mclusky Do Dallas,"'World Music', 'Europe', 'British Isles', 'Britain'",McLusky,CDs & Vinyl,88978.0,
9095,Six Degrees of Inner Turbulence,"'Rock', 'Progressive', 'Progressive Metal'",Dream Theater,CDs & Vinyl,61559.0,
9099,Britney Spears - Live from Las Vegas VHS,"'Pop', 'Adult Contemporary'",Britney Spears,Movies & TV,254668.0,
9102,Rock the Boat,,Aaliyah,CDs & Vinyl,1115458.0,
9105,Nice 'n' Easy,"'Pop', 'Oldies', 'Traditional Pop'",Frank Sinatra,CDs & Vinyl,35934.0,
9101,1 Giant Leap,,1 Giant Leap,CDs & Vinyl,45838.0,
9108,Greatest Love Songs,"'Blues', 'Contemporary Blues'",Will Downing,CDs & Vinyl,65733.0,
9107,Keep Movin' On,"'Pop', 'Oldies'",Sam Cooke,CDs & Vinyl,790047.0,
9109,The Great Divide,'Country',Willie Nelson,CDs & Vinyl,301064.0,
9110,Wicked Underground,"'Rock', 'Rock Guitarists'",Jeff Pilson,CDs & Vinyl,622655.0,
9113,Drive,'Country',Alan Jackson,CDs & Vinyl,138312.0,
9115,Greatest Love Songs,"'Pop', 'Oldies', 'Traditional Pop'",Frank Sinatra,CDs & Vinyl,134878.0,
9118,A Walk to Remember,"'Pop', 'Teen Pop'",Mervyn Warren,CDs & Vinyl,89984.0,
9122,Elva,"'Alternative Rock', 'Punk'",Unwritten Law,CDs & Vinyl,187735.0,
9120,Black Hawk Down,"'Soundtracks', 'Movie Scores'",Soundtrack,CDs & Vinyl,67693.0,
9121,Bloodsport,"'Alternative Rock', 'Indie Rock'",Sneaker Pimps,CDs & Vinyl,63135.0,
9127,Moonmadness,"'Rock', 'Progressive', 'Progressive Rock'",Camel,CDs & Vinyl,8695.0,
9134,Crucible,"'Metal', 'British Metal'",Halford,CDs & Vinyl,707276.0,
9133,Remedy Lane,"'Rock', 'Progressive', 'Progressive Metal'",Pain Of Salvation,CDs & Vinyl,1144749.0,
9136,Full Moon,"'Pop', 'Adult Contemporary'",Brandy,CDs & Vinyl,29792.0,
9137,Don't Worry About Me,"'Alternative Rock', 'American Punk'",Joey Ramone,CDs & Vinyl,198256.0,
9138,Original Pirate Material,'Electronica',The Streets,CDs & Vinyl,514315.0,
9139,Speaking of Now,"'Jazz', 'Jazz Fusion'",Pat Metheny,CDs & Vinyl,105401.0,
9140,Sons of Northern Darkness,"'Metal', 'Death Metal'",Immortal,CDs & Vinyl,168427.0,
9144,Lovesick Broke &amp; Driftin',"'Country', 'Americana'",Hank Williams III,CDs & Vinyl,8154.0,
9146,"Dick's Picks, Vol. 16: Fillmore Auditorium, San Francisco, CA, 11/8/69",'Classic Rock',Grateful Dead,CDs & Vinyl,264619.0,
9148,Always Got Tonight,'Rock',Chris Isaak,CDs & Vinyl,193904.0,
9147,Brushfire Fairytales,'Alternative Rock',Jack Johnson,CDs & Vinyl,229701.0,
9150,Stars Die,"'Rock', 'Progressive', 'Progressive Rock'",Porcupine Tree,CDs & Vinyl,235426.0,
9152,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Latin Music', 'Latin Pop'",Jennifer Lopez,CDs & Vinyl,111677.0,
9154,Grammy Nominees 2002,"'Rock', 'Progressive', 'Progressive Rock'",Ralph Farris,CDs & Vinyl,27521.0,
9156,Gold,'Musicals',Linda Eder,CDs & Vinyl,120896.0,
9158,1919 Eternal,"'Classic Rock', 'Southern Rock'",Black Label Society,CDs & Vinyl,11015.0,
9166,Capricornia,'Classic Rock',Midnight Oil,CDs & Vinyl,253708.0,
9163,Catch 22,"'Metal', 'Death Metal'",Hypocrisy,CDs & Vinyl,436244.0,
9168,Are You Passionate?,"'Soul', 'Southern Soul'",Neil Young,CDs & Vinyl,28232.0,
9169,The Big Room,"'Pop', 'Adult Alternative'",M2M,CDs & Vinyl,321611.0,
9177,Killswitch Engage Reis,"'Alternative Rock', 'Hardcore'",Killswitch Engage,CDs & Vinyl,166043.0,
9175,Ssssh,"'Classic Rock', 'British Invasion'",Ten Years After,CDs & Vinyl,153566.0,
9178,Cross Purposes,'Classic Rock',Black Sabbath,CDs & Vinyl,346919.0,
9176,Whiplash Smile,"'Alternative Rock', 'Punk'",Billy Idol,CDs & Vinyl,254664.0,
9179,Shadows &amp; Light,'Pop',Don Alias,Movies & TV,410526.0,
9183,The Illusion of Safety,"'Alternative Rock', 'Punk'",Thrice,CDs & Vinyl,18766.0,
9185,Nude Tempo 001,'House',Miguel Migs,CDs & Vinyl,176314.0,
9187,Yes - Symphonic Live,"'World Music', 'Europe', 'British Isles', 'Britain'",Yes,Movies & TV,43595.0,
9189,Land 1975-2002,"'Alternative Rock', 'American Punk'",Patti Smith,CDs & Vinyl,33628.0,
9188,The Guest,"'Alternative Rock', 'Indie Rock'",Phantom Planet,CDs & Vinyl,217862.0,
9191,Come Away with Me,'Pop',Norah Jones,CDs & Vinyl,746.0,
9193,Gordon Lightfoot - Complete Greatest Hits,"'Folk', 'Contemporary Folk'",Gordon Lightfoot,CDs & Vinyl,371.0,
9196,Attak,"'Alternative Rock', 'Industrial', 'Alt Industrial'",KMFDM,CDs & Vinyl,92542.0,
9190,Gutterflower,"'Alternative Rock', 'American Alternative'",Goo Goo Dolls,CDs & Vinyl,49017.0,
9198,Now That's What I Call Music! 9,"'Pop', 'Adult Contemporary'",Now Music,CDs & Vinyl,36601.0,
9192,The Fats Domino Jukebox,"'Blues', 'Piano Blues'",Fats Domino,CDs & Vinyl,89499.0,
9199,B2K,"'Pop', 'Teen Pop'",B2K,CDs & Vinyl,22397.0,
9202,Vapor Trails,"'Rock', 'Progressive', 'Progressive Metal'",Rush,CDs & Vinyl,2490024.0,
9201,Read Music/Speak Spanish,"'Alternative Rock', 'Emo'",Desaparecidos,CDs & Vinyl,201027.0,
9205,Walking with Thee,"'Alternative Rock', 'Indie Rock'",Clinic,CDs & Vinyl,297599.0,
9203,Blood Money,"'Rock', 'Progressive', 'Progressive Rock'",Tom Waits,CDs & Vinyl,77768.0,
9206,Natural Born Chaos,"'Metal', 'Death Metal'",Soilwork,CDs & Vinyl,71114.0,
9212,Drunken Lullabies,"'Alternative Rock', 'Punk'",Flogging Molly,CDs & Vinyl,5203.0,
9217,7 Worlds Collide - Live At The St. James,'Alternative Rock',Neil Finn,CDs & Vinyl,106395.0,
9215,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Metal', 'Alternative Metal'",Switched,CDs & Vinyl,165672.0,
9220,VH1 Presents the Corrs Live in Dublin,"'New Age', 'Celtic New Age'",The Corrs,CDs & Vinyl,25118.0,
9221,The Very Best of Christopher Cross,"'Pop', 'Adult Contemporary'",Christopher Cross,CDs & Vinyl,8798.0,
9227,Home From Home,"'Alternative Rock', 'Punk'",Millencolin,CDs & Vinyl,119861.0,
9230,The Eleventh Hour,'Christian',Jars Of Clay,CDs & Vinyl,14358.0,
9228,"No Pads, No Helmets...Just Balls","'Alternative Rock', 'Punk'",Simple Plan,CDs & Vinyl,52107.0,
9231,From the Lions Mouth,'Alternative Rock',The Sound,CDs & Vinyl,552475.0,
9232,Futureperfect,"'Alternative Rock', 'Industrial', 'Alt Industrial'",VNV Nation,CDs & Vinyl,161215.0,
9234,"BYO Split Series, Vol. 3","'Alternative Rock', 'American Punk'",Rancid,CDs & Vinyl,128425.0,
9237,Complete Captured Live,'Reggae',Peter Tosh,CDs & Vinyl,288264.0,
9238,In Between,'House',Jazzanova,CDs & Vinyl,536689.0,
9240,Kiss - Live in Las Vegas,"'Pop', 'Vocal Pop'",Kiss,Movies & TV,173429.0,
9241,Resident Evil - Soundtrack,"'Alternative Rock', 'Goth'",Marco Beltrami,CDs & Vinyl,73742.0,
9243,What It Is to Burn,"'Alternative Rock', 'Emo'",Finch,CDs & Vinyl,194602.0,
9245,Ram It Down,'Classic Rock',Judas Priest,CDs & Vinyl,214218.0,
9248,Valid Path,"'Rock', 'Progressive', 'Progressive Rock'",Alan Parsons Project,CDs & Vinyl,312867.0,
9249,Greatest Hits,"'World Music', 'Europe', 'British Isles', 'Britain'",Rick Astley,CDs & Vinyl,167333.0,
9250,This Is the Remix,"'Pop', 'Dance Pop'",Destiny's Child,CDs & Vinyl,220492.0,
9247,Stone Flower,"'World Music', 'Brazil', 'Bossa Nova'",Antonio Carlos Jobim,CDs & Vinyl,52583.0,
9253,Postcards of the Hanging - Grateful Dead Perform the Songs of Bob Dylan,'Classic Rock',Grateful Dead,CDs & Vinyl,170361.0,
9251,Mtv: The Best of Trl Pop,"'Pop', 'Adult Contemporary'",Various Artists,CDs & Vinyl,739388.0,
9255,Sensual Journey,"'Blues', 'Contemporary Blues'",Will Downing,CDs & Vinyl,153080.0,
9254,Verve Remixed,"'Pop', 'Oldies', 'Traditional Pop'",Various Artists,CDs & Vinyl,47728.0,
9259,Power of the Dragonflame,"'Rock', 'Progressive', 'Progressive Metal'",Rhapsody,CDs & Vinyl,365488.0,
9261,Spider-Man: Music From And Inspired By,"'Alternative Rock', 'American Alternative'",Various Artists,CDs & Vinyl,32286.0,
9260,WWF Forceable Entry,"'Alternative Rock', 'American Alternative'",WWF Forceable Entry,CDs & Vinyl,120842.0,
9258,Metanoia,"'Rock', 'Progressive', 'Progressive Rock'",Porcupine Tree,CDs & Vinyl,910164.0,
9262,Despise The Sun,"'Alternative Rock', 'Punk'",Suffocation,CDs & Vinyl,306054.0,
9264,Footprints Live,"'Jazz', 'Bebop'",Wayne Shorter,CDs & Vinyl,113987.0,
9266,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Alternative Rock', 'American Alternative'",Down,CDs & Vinyl,14053.0,
9268,Bobby Darin The Hit Singles Collection,"'Pop', 'Oldies', 'Traditional Pop'",Bobby Darin,CDs & Vinyl,19761.0,
9267,Tell All Your Friends,"'Alternative Rock', 'Emo'",Taking Back Sunday,CDs & Vinyl,90198.0,
9270,Everyone Who Pretended to Like Me Is Gone,"'Alternative Rock', 'Indie Rock'",The Walkmen,CDs & Vinyl,292930.0,
9272,"Scorpion King, The","'Alternative Rock', 'American Alternative'",Various Artists,CDs & Vinyl,131333.0,
9275,Classic Masters Remastered,'Classic Rock',April Wine,CDs & Vinyl,9857.0,
9274,Thrive,'Christian',Newsboys,CDs & Vinyl,131704.0,
9282,Safety,"'Metal', 'Pop Metal'",Ty Tabor,CDs & Vinyl,400595.0,
9285,Sidetracks,"'Country', 'Americana'",Steve Earle,CDs & Vinyl,307691.0,
9283,89/93: An Anthology,"'Alternative Rock', 'Indie Rock'",Uncle Tupelo,CDs & Vinyl,7182.0,
9287,The Number Of The Beast Enhanced,"'Alternative Rock', 'New Wave'",Iron Maiden,CDs & Vinyl,4556.0,
9288,Crowned In Terror,"'Metal', 'Death Metal'",Crown,CDs & Vinyl,279780.0,
9291,The Sham Mirrors,"'Metal', 'Alternative Metal'",Arcturus,CDs & Vinyl,232999.0,
9289,1000 Kisses,"'Folk', 'Contemporary Folk'",Patty Griffin,CDs & Vinyl,76273.0,
9292,Hammered,"'Alternative Rock', 'New Wave'",Motrhead,CDs & Vinyl,183895.0,
9293,Lifelines,"'World Music', 'Europe', 'Scandinavia', 'Norway'",a-ha,CDs & Vinyl,119947.0,
9290,Virtual Xi,"'Alternative Rock', 'New Wave'",Iron Maiden,CDs & Vinyl,409537.0,
9294,18,'Ambient',Moby,CDs & Vinyl,86212.0,
9296,WWE Anthology,"'Soundtracks', 'Television Soundtracks'",Various Artists,CDs & Vinyl,131824.0,
9299,The Second Stage Turbine Blade,"'Alternative Rock', 'Emo'",Coheed and Cambria,CDs & Vinyl,174803.0,
9298,All of the Above,'East Coast',J-Live,CDs & Vinyl,343040.0,
9300,Song for the Lonely,"'Pop', 'Adult Contemporary'",Sonny & Cher,CDs & Vinyl,119588.0,
9302,Forever Free,"'Metal', 'British Metal'",Saxon,CDs & Vinyl,885744.0,
9305,Storm of the Light's Bane: Where Dead Angels Lie,"'Metal', 'Death Metal'",Dissection,CDs & Vinyl,506722.0,
9301,No Shoes No Shirt No Problems,'Country',Kenny Chesney,CDs & Vinyl,52513.0,
9303,Black Sun,"'Metal', 'Pop Metal'",Primal Fear,CDs & Vinyl,329961.0,
9306,Life Goes On,"'Blues', 'Contemporary Blues'",Donell Jones,CDs & Vinyl,281085.0,
9308,for Ella,"'Jazz', 'Swing Jazz', 'Classic Big Band'",Patti Austin,CDs & Vinyl,120847.0,
9307,Stereo,"'Pop', 'Adult Alternative'",Grandpaboy,CDs & Vinyl,138985.0,
9304,Jester Race: Black Ash Inheritance,"'Metal', 'Alternative Metal'",In Flames,CDs & Vinyl,353854.0,
9313,The Big Come Up,"'Alternative Rock', 'Punk'",The Black Keys,CDs & Vinyl,23864.0,
9312,Fantastic Damage,'Experimental Rap',El-P,CDs & Vinyl,44581.0,
9314,Fused Together in Revolving Doors,"'Pop', 'Adult Alternative'",The Red Chord,CDs & Vinyl,1166047.0,
9315,Space Metal,"'Metal', 'Pop Metal'",Damian Wilson,CDs & Vinyl,440944.0,
9319,My Ride's Here,'Classic Rock',Warren Zevon,CDs & Vinyl,57530.0,
9321,Nuspirit Helsinki,"'Jazz', 'Acid Jazz'",Nuspirit Helsinki,CDs & Vinyl,449913.0,
9322,Ask a Woman Who Knows,'Traditional Vocal Pop',Natalie Cole,CDs & Vinyl,48597.0,
9323,Be Not Nobody,"'Pop', 'Adult Alternative'",Vanessa Carlton,CDs & Vinyl,118468.0,
9324,Down the Road,'Soul',Van Morrison,CDs & Vinyl,73323.0,
9329,12 Stones,"'Alternative Rock', 'American Alternative'",12 Stones,CDs & Vinyl,109374.0,
9334,Release,"'World Music', 'Europe', 'British Isles', 'Britain'",Pet Shop Boys,CDs & Vinyl,198471.0,
9338,There and Back Again,"'Pop', 'Adult Alternative'",Phil Lesh & Friends,CDs & Vinyl,288254.0,
9332,Ultimate Collection,'Jazz',Quincy Jones,CDs & Vinyl,14890.0,
9335,Living Well Is the Best Revenge,"'Alternative Rock', 'Emo'",Midtown,CDs & Vinyl,182932.0,
9331,MTV Unplugged No. 2.0,'Soul',Lauryn Hill,CDs & Vinyl,95335.0,
9339,Heart to Yours,'Christian',Michelle Williams,CDs & Vinyl,235263.0,
9340,Full Circle,"'Blues', 'Contemporary Blues'",Boyz II Men,CDs & Vinyl,69318.0,
9342,When You Lie Next to Me,'Country',Kellie Coffey,CDs & Vinyl,195897.0,
9344,Maladroit,"'Alternative Rock', 'Emo'",Weezer,CDs & Vinyl,40235.0,
9345,Castaways &amp; Cutouts,"'Alternative Rock', 'Indie Rock'",The Decemberists,CDs & Vinyl,1586738.0,
9346,Juslisen,"'Blues', 'Contemporary Blues'",Musiq (Soulchild),CDs & Vinyl,39128.0,
9347,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Pop', 'Dance Pop'",Diddy (Sean Combs),CDs & Vinyl,128330.0,
9349,Blazing Arrow,'Experimental Rap',Blackalicious,CDs & Vinyl,88173.0,
9348,The Last 5 Years 2002 Off-Broadway Cast,'Musicals',Jason Robert Brown,CDs & Vinyl,29705.0,
9351,Letting Go,"'Metal', 'Pop Metal'",Earshot,CDs & Vinyl,93936.0,
9352,Foreigner: Complete Greatest Hits,'Classic Rock',Foreigner,CDs & Vinyl,2664.0,
9355,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Alternative Rock', 'Punk'",3rd Strike,CDs & Vinyl,292829.0,
9358,Living with the Past,"'Rock', 'Progressive', 'Progressive Rock'",Jethro Tull,CDs & Vinyl,181743.0,
9359,Best of Both Worlds: The Robert Palmer Anthology 1974-2001,'Soul',Robert Palmer,CDs & Vinyl,269664.0,
9362,Gravity,"'Pop', 'Adult Alternative'",Our Lady Peace,CDs & Vinyl,157511.0,
9361,Heathen,"'Rock', 'Progressive', 'Progressive Rock'",David Bowie,CDs & Vinyl,340799.0,
9365,Now Again,"'Country', 'Americana'",Flatlanders,CDs & Vinyl,80338.0,
9360,Incredible,'Christian',Mary Mary,CDs & Vinyl,245493.0,
9367,Between the Buried &amp; Me,"'Alternative Rock', 'Hardcore'",Between the Buried and Me,CDs & Vinyl,2145088.0,
9372,Killing the Dragon,"'Metal', 'Pop Metal'",Dio,CDs & Vinyl,410269.0,
9373,777: I Luciferi,"'Metal', 'Alternative Metal'",Danzig,CDs & Vinyl,135940.0,
9370,Remission,"'Alternative Rock', 'Post Hardcore'",Mastodon,CDs & Vinyl,797598.0,
9374,One All,'Alternative Rock',Neil Finn,CDs & Vinyl,96091.0,
9375,Totally Hits 2002,"'Pop', 'Adult Alternative'",Various Artists,CDs & Vinyl,107248.0,
9376,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Alternative Rock', 'Punk'",Goldfinger,CDs & Vinyl,229318.0,
9378,Bad For Good: The Very Best of Scorpions,'Classic Rock',Scorpions,CDs & Vinyl,37910.0,
9379,Busted Stuff,"'Pop', 'Adult Alternative'",Dave Matthews Band,CDs & Vinyl,10753.0,
9381,Soundtrack,'Pop Rap',People Under The Stairs,CDs & Vinyl,244284.0,
9384,Hard to Find 45s on Volume 8: 70's Pop Classics,"'Pop', 'Oldies'",Various Artists,CDs & Vinyl,85414.0,
9385,Off The Hook NOW! Compilation,"'Blues', 'Contemporary Blues'",Off The Hook,CDs & Vinyl,233231.0,
9388,Thoroughly Modern Millie 2002 Original Broadway Cast,'Musicals',Jeanine Tesori,CDs & Vinyl,49517.0,
9389,Hullabaloo Live At The,'Pop',Muse,CDs & Vinyl,1301234.0,
9391,Spirit: Stallion Of The Cimarron Adams/Zimmer,'Classic Rock',Bryan Adams,CDs & Vinyl,41146.0,
9393,Commencement,"'Alternative Rock', 'Goth'",Deadsy,CDs & Vinyl,92477.0,
9392,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,,Cam'Ron,CDs & Vinyl,119469.0,
9394,Big Swing Face,'Classic Rock',Bruce Hornsby,CDs & Vinyl,294973.0,
9395,Instant Vintage,,Raphael Saadiq,CDs & Vinyl,101049.0,
9396,Un Dia Normal,"'Latin Music', 'Latin Pop'",Juanes,CDs & Vinyl,40730.0,
9397,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Alternative Rock', 'Hardcore'",Box Car Racer,CDs & Vinyl,52319.0,
9403,Back to Then,"'Folk', 'Contemporary Folk'",Darius Rucker,CDs & Vinyl,56070.0,
9402,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Metal', 'Alternative Metal'",Korn,CDs & Vinyl,189968.0,
9405,Murray Street,"'Alternative Rock', 'Indie Rock'",Sonic Youth,CDs & Vinyl,85481.0,
9406,Dreamland,'Classic Rock',Robert Plant,CDs & Vinyl,93451.0,
9408,Revelations,"'Metal', 'Death Metal'",Vader,CDs & Vinyl,241273.0,
9407,Warriors of the World,"'Metal', 'Pop Metal'",Manowar,CDs & Vinyl,145215.0,
9410,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Alternative Rock', 'Industrial', 'Alt Industrial'",Lollipop Lust Kill,CDs & Vinyl,120186.0,
9413,In Concert: Merchants Of Cool,'Classic Rock',Bad Company,CDs & Vinyl,81157.0,
9409,Suicide Notes and Butterfly Kisses,"'Alternative Rock', 'Punk'",Atreyu,CDs & Vinyl,43888.0,
9417,The Best of INXS,"'Alternative Rock', 'New Wave'",INXS,CDs & Vinyl,2020.0,
9415,The Best of Anita Baker,"'Blues', 'Contemporary Blues'",Anita Baker,CDs & Vinyl,1466.0,
9416,True Meaning,'East Coast',Cormega,CDs & Vinyl,20502.0,
9421,Black Market,"'Jazz', 'Jazz Fusion'",Weather Report,CDs & Vinyl,301386.0,
9422,Halos &amp; Horns,"'Country', 'Bluegrass'",Dolly Parton,CDs & Vinyl,16586.0,
